Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,30.89623260498047,33.62959774291521,25.536995000528496,27.579341177947526,855215656
1,2007-10-08,29.3145751953125,31.94044832271491,29.130302593015134,31.94044832271491,126671715
2,2007-10-09,31.310848236083984,31.587255017381196,27.748260372764964,29.329925333231692,116725709
3,2007-10-10,31.602609634399414,32.24756153152194,31.326202868654203,32.12471246013357,67931378
4,2007-10-11,35.134490966796875,36.854361620061205,31.326208626724917,36.854361620061205,106320954
5,2007-10-12,34.90414810180664,36.20940632940032,34.0902820400693,34.397401623032515,99410791
6,2007-10-15,35.36483383178711,35.840871770276074,35.05771419363036,35.62588635733567,41814972
7,2007-10-16,38.973480224609375,39.587723519051465,35.165198458752826,35.41089244406911,138614496
8,2007-10-17,42.013954162597656,42.996733963419196,32.5853827213614,35.01162777456898,204876259
9,2007-10-18,40.539794921875,45.899033527560846,38.804570041069134,42.689632089564846,146617799
10,2007-10-19,40.40159225463867,42.04468286821115,38.38995647267717,39.61843481320597,110266491
11,2007-10-22,39.8641242980957,41.1079566807392,38.543507870317065,39.58771756479438,72253405
12,2007-10-23,42.70498275756836,43.08888218158015,40.846907046006045,40.846907046006045,74594921
13,2007-10-24,42.044677734375,44.07166758185854,41.56863993620077,43.6109840948357,63055170
14,2007-10-25,41.9525260925293,42.935310000123906,37.05396919199623,40.61655565005899,34522489
15,2007-10-26,43.21174621582031,43.9027654517228,41.53794240040349,42.68964112690764,62370025
16,2007-10-29,44.08702087402344,45.1465849550928,43.70312144835705,43.91810679296037,43657697
17,2007-10-30,45.069793701171875,46.28291308092489,43.36527818182939,44.68589437234352,79921711
18,2007-10-31,46.00651550292969,47.02001243097325,45.14658250238527,45.30014226430928,44655368
19,2007-11-01,44.9776725769043,47.49605480409117,44.6091315795245,47.142868119511235,50632492
20,2007-11-02,45.79153823852539,46.067949191152636,42.99674924594843,43.34994009306639,32001693
21,2007-11-05,46.72825622558594,47.7571076619388,45.4844194148635,45.76083037207467,38833135
22,2007-11-06,47.342491149902344,50.336906816404685,46.69753925015596,47.54211802788739,81880281
23,2007-11-07,46.65146255493164,48.89343318301811,45.60725711398143,48.21777279914431,33593141
24,2007-11-08,45.85296630859375,47.09680316618649,44.8394733125488,45.45371250180661,27990521
25,2007-11-12,46.958580017089844,47.7878042768736,43.257787794661745,44.47091140331308,35153735
26,2007-11-13,48.079566955566406,49.04699251525874,46.236850016885896,47.75709315752719,43830531
27,2007-11-14,47.449974060058594,49.59981050629381,47.20427596685831,48.924145956961425,36738579
28,2007-11-15,48.248497009277344,49.093075813341294,47.34249262596028,48.340631212581314,29242252
29,2007-11-16,47.91064453125,49.000916863242054,47.35782704689185,48.03349147258272,18895294
30,2007-11-19,49.6458854675293,51.44253561554027,48.63239264843356,49.00093359829775,40716718
31,2007-11-20,48.87808609008789,50.82829598765868,48.27920132532411,49.446258067965644,26342171
32,2007-11-21,45.069793701171875,49.461600356738536,43.979517107954756,49.169839366173576,26814499
